id,title,original_title,budget,revenue,runtime,genres,release_date,year,release_month,vote_average,vote_count,popularity,budget_ksh,revenue_ksh,primary_genre,month,release_season
17711,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky & Bullwinkle,76000000,35134820,88,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2000-06-30,2000,Jun,3.9,87,8.981427,9880000000,4567526600,NA,6,MidYear/Holidays
328111,The Secret Life of Pets,The Secret Life of Pets,75000000,875958308,87,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2016-06-18,2016,Jun,5.9,3462,31.482872,9750000000,113874580040,NA,6,MidYear/Holidays
8698,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,78000000,179265204,110,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2003-07-11,2003,Jul,5.7,1155,47.436675,10140000000,23304476520,NA,7,MidYear/Holidays
93456,Despicable Me 2,Despicable Me 2,76000000,970761885,98,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2013-06-25,2013,Jun,7,4637,136.886704,9880000000,126199045050,NA,6,MidYear/Holidays
602,Independence Day,Independence Day,75000000,816969268,145,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1996-06-25,1996,Jun,6.7,3260,60.442593,9750000000,106206004840,NA,6,MidYear/Holidays
330,The Lost World: Jurassic Park,The Lost World: Jurassic Park,73000000,229074524,129,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1997-05-23,1997,May,6.2,2487,2.502487,9490000000,29779688120,NA,5,Other
953,Madagascar,Madagascar,75000000,532680671,86,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",2005-05-25,2005,May,6.6,3237,48.110909,9750000000,69248487230,NA,5,Other
9693,Children of Men,Children of Men,76000000,69959751,109,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2006-09-22,2006,Sep,7.4,2071,35.387874,9880000000,9094767630,NA,9,Other
36657,X-Men,X-Men,75000000,296339527,104,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2000-07-13,2000,Jul,6.8,4097,4.66891,9750000000,38524138510,NA,7,MidYear/Holidays
8909,Wanted,Wanted,75000000,258270008,110,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2008-06-19,2008,Jun,6.4,2528,73.82289,9750000000,33575101040,NA,6,MidYear/Holidays
9802,The Rock,The Rock,75000000,335062621,136,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1996-06-06,1996,Jun,6.9,1456,51.469576000000004,9750000000,43558140730,NA,6,MidYear/Holidays
950,Ice Age: The Meltdown,Ice Age: The Meltdown,80000000,660940780,91,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2006-03-23,2006,Mar,6.5,2951,85.115058,10400000000,85922301400,NA,3,Easter/Spring
1824,50 First Dates,50 First Dates,75000000,196482882,99,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-02-13,2004,Feb,6.6,2105,61.437586,9750000000,25542774660,NA,2,Other
2976,Hairspray,Hairspray,50000000,90450008,117,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2007-07-13,2007,Jul,6.5,709,31.160542,6500000000,11758501040,NA,7,MidYear/Holidays
11026,Exorcist: The Beginning,Exorcist: The Beginning,80000000,78000586,114,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2004-08-20,2004,Aug,4.7,183,15.761384,10400000000,10140076180,NA,8,MidYear/Holidays
75656,Now You See Me,Now You See Me,75000000,117698894,115,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2013-05-29,2013,May,7.3,5487,71.124686,9750000000,15300856220,NA,5,Other
38365,Grown Ups,Grown Ups,80000000,271430189,102,"[{""id"": 35, ""name"": ""Comedy""}]",2010-06-24,2010,Jun,6,1705,38.864027,10400000000,35285924570,NA,6,MidYear/Holidays
594,The Terminal,The Terminal,60000000,219417255,128,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2004-06-17,2004,Jun,7,1910,57.753914,7800000000,28524243150,NA,6,MidYear/Holidays
15189,Hotel for Dogs,Hotel for Dogs,35000000,73034460,100,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2009-01-16,2009,Jan,5.7,202,13.25753,4550000000,9494479800,NA,1,Other
11678,Vertical Limit,Vertical Limit,75000000,215663859,124,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2000-12-08,2000,Dec,5.9,283,13.318744,9750000000,28036301670,NA,12,Christmas
6538,Charlie Wilson's War,Charlie Wilson's War,75000000,119000410,102,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2007-12-19,2007,Dec,6.5,338,18.70031,9750000000,15470053300,NA,12,Christmas
10555,Shark Tale,Shark Tale,75000000,367275019,90,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2004-09-20,2004,Sep,5.8,1557,47.094369,9750000000,47745752470,NA,9,Other
1125,Dreamgirls,Dreamgirls,70000000,154937680,134,"[{""id"": 18, ""name"": ""Drama""}]",2006-12-25,2006,Dec,6.6,284,14.486311,9100000000,20141898400,NA,12,Christmas
4551,Be Cool,Be Cool,53000000,95226116,118,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2005-03-04,2005,Mar,5.4,292,18.61472,6890000000,12379395080,NA,3,Easter/Spring
612,Munich,Munich,70000000,130358911,164,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2005-12-22,2005,Dec,6.9,696,29.035222,9100000000,16946658430,NA,12,Christmas
9567,Tears of the Sun,Tears of the Sun,70000000,85632458,121,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2003-03-07,2003,Mar,6.4,573,27.055085,9100000000,11132219540,NA,3,Easter/Spring
37821,Killers,Killers,75000000,98159963,100,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2010-06-04,2010,Jun,5.7,772,23.004607,9750000000,12760795190,NA,6,MidYear/Holidays
203801,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,75000000,108145109,116,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2015-08-13,2015,Aug,7.1,2265,48.744209,9750000000,14058864170,NA,8,MidYear/Holidays
2539,Spanglish,Spanglish,80000000,55041367,130,"[{""id"": 35, ""name"": ""Comedy""}]",2004-12-17,2004,Dec,5.8,369,14.209329,10400000000,7155377710,NA,12,Christmas
9297,Monster House,Monster House,75000000,140175006,91,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2006-07-21,2006,Jul,6.3,874,36.368839,9750000000,18222750780,NA,7,MidYear/Holidays
3172,Bandits,Bandits,75000000,67631903,123,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",2001-10-12,2001,Oct,6.2,302,24.353302,9750000000,8792147390,NA,10,Other
6520,First Knight,First Knight,55000000,127600435,134,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1995-07-07,1995,Jul,5.9,311,19.143321,7150000000,16588056550,NA,7,MidYear/Holidays
37958,Immortals,Immortals,75000000,226904017,110,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2011-11-10,2011,Nov,5.7,880,37.917002,9750000000,29497522210,NA,11,Other
2026,Hostage,Hostage,52000000,77944725,113,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2005-03-09,2005,Mar,6.2,512,23.663713,6760000000,10132814250,NA,3,Easter/Spring
7450,Titan A.E.,Titan A.E.,75000000,36754634,94,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",2000-06-16,2000,Jun,6.3,313,14.44381,9750000000,4778102420,NA,6,MidYear/Holidays
11375,Hollywood Homicide,Hollywood Homicide,75000000,51142659,116,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2003-06-09,2003,Jun,5,166,10.605084,9750000000,6648545670,NA,6,MidYear/Holidays
9425,Soldier,Soldier,75000000,14567883,99,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 878, ""name"": ""Science Fiction""}]",1998-10-23,1998,Oct,6.1,221,11.873856,9750000000,1893824790,NA,10,Other
23685,Monkeybone,Monkeybone,75000000,5409517,93,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2001-02-23,2001,Feb,4.3,78,8.098369,9750000000,703237210,NA,2,Other
11866,Flight of the Phoenix,Flight of the Phoenix,45000000,21009180,113,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2004-12-17,2004,Dec,5.7,276,20.374308,5850000000,2731193400,NA,12,Christmas
9741,Unbreakable,Unbreakable,75000000,248118121,106,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2000-11-13,2000,Nov,6.9,1946,42.006908,9750000000,32255355730,NA,11,Other
211672,Minions,Minions,74000000,1156730962,91,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2015-06-17,2015,Jun,6.4,4571,875.581305,9620000000,150375025060,NA,6,MidYear/Holidays
23629,Sucker Punch,Sucker Punch,82000000,89792502,110,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",2011-03-24,2011,Mar,5.9,1623,39.127082,10660000000,11673025260,NA,3,Easter/Spring
8688,Snake Eyes,Snake Eyes,73000000,103891409,98,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1998-08-07,1998,Aug,5.8,327,20.790703,9490000000,13505883170,NA,8,MidYear/Holidays
10153,Sphere,Sphere,75000000,13100000,134,"[{""id"": 878, ""name"": ""Science Fiction""}]",1998-02-13,1998,Feb,5.8,476,18.65988,9750000000,1703000000,NA,2,Other
153518,The Angry Birds Movie,The Angry Birds Movie,73000000,349779543,97,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",2016-05-11,2016,May,5.9,1022,45.720894,9490000000,45471340590,NA,5,Other
8676,Fool's Gold,Fool's Gold,70000000,111231041,112,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2008-02-07,2008,Feb,5.4,444,21.789615,9100000000,14460035330,NA,2,Other
20829,Funny People,Funny People,75000000,61458982,146,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2009-07-31,2009,Jul,5.7,390,20.199057,9750000000,7989667660,NA,7,MidYear/Holidays
4349,The Kingdom,The Kingdom,70000000,86658558,110,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2007-08-22,2007,Aug,6.5,513,26.123705,9100000000,11265612540,NA,8,MidYear/Holidays
9718,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,72500000,162966177,116,"[{""id"": 35, ""name"": ""Comedy""}]",2006-08-04,2006,Aug,6.2,491,12.599836,9425000000,21185603010,NA,8,MidYear/Holidays
10808,Dr. Dolittle 2,Dr. Dolittle 2,70000000,176104344,87,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",2001-06-22,2001,Jun,4.9,410,13.543053,9100000000,22893564720,NA,6,MidYear/Holidays
197,Braveheart,Braveheart,72000000,210000000,177,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1995-05-24,1995,May,7.7,3336,60.722162,9360000000,27300000000,NA,5,Other
25,Jarhead,Jarhead,72000000,96889998,125,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2005-11-04,2005,Nov,6.6,765,32.227223,9360000000,12595699740,NA,11,Other
35,The Simpsons Movie,The Simpsons Movie,75000000,527068851,87,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2007-07-25,2007,Jul,6.9,2264,46.875375,9750000000,68518950630,NA,7,MidYear/Holidays
11086,The Majestic,The Majestic,72000000,37317558,152,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001-12-21,2001,Dec,6.6,188,11.215702,9360000000,4851282540,NA,12,Christmas
10477,Driven,Driven,94000000,54744738,116,"[{""id"": 28, ""name"": ""Action""}]",2001-04-27,2001,Apr,4.5,179,8.468586,12220000000,7116815940,NA,4,Easter/Spring
1997,Two Brothers,Deux frères,74500000,62172050,109,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2004-04-07,2004,Apr,6.9,180,8.884318,9685000000,8082366500,NA,4,Easter/Spring
6947,The Village,The Village,60000000,256697520,108,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2004-07-30,2004,Jul,6.2,1071,27.491891,7800000000,33370677600,NA,7,MidYear/Holidays
3050,Doctor Dolittle,Doctor Dolittle,71000000,294456605,85,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1998-06-22,1998,Jun,5.4,686,21.462935,9230000000,38279358650,NA,6,MidYear/Holidays
2675,Signs,Signs,72000000,408247917,106,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",2002-08-02,2002,Aug,6.4,1599,28.848187,9360000000,53072229210,NA,8,MidYear/Holidays
809,Shrek 2,Shrek 2,150000000,919838758,93,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2004-05-19,2004,May,6.7,2988,47.320801,19500000000,119579038540,NA,5,Other
920,Cars,Cars,120000000,461983149,117,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-06-08,2006,Jun,6.6,3877,82.643036,15600000000,60057809370,NA,6,MidYear/Holidays
4806,Runaway Bride,Runaway Bride,70000000,309457509,116,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999-07-30,1999,Jul,5.7,455,20.230535,9100000000,40229476170,NA,7,MidYear/Holidays
7451,xXx,xXx,70000000,277448382,124,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2002-08-09,2002,Aug,5.8,1424,46.217769,9100000000,36068289660,NA,8,MidYear/Holidays
228165,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,93,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2015-02-05,2015,Feb,5.8,719,36.952268,9620000000,40507224160,NA,2,Other
3595,Ransom,Ransom,80000000,309492681,117,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1996-11-08,1996,Nov,6.4,470,16.411345,10400000000,40234048530,NA,11,Other
16869,Inglourious Basterds,Inglourious Basterds,70000000,319131050,153,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2009-08-18,2009,Aug,7.9,6430,72.595961,9100000000,41487036500,NA,8,MidYear/Holidays
879,Hook,Hook,70000000,300854823,144,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1991-12-11,1991,Dec,6.6,1532,33.648404,9100000000,39111126990,NA,12,Christmas
1573,Die Hard 2,Die Hard 2,70000000,240031094,124,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1990-07-02,1990,Jul,6.6,1896,57.69847,9100000000,31204042220,NA,7,MidYear/Holidays
9257,S.W.A.T.,S.W.A.T.,80000000,116643346,117,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003-08-08,2003,Aug,5.8,770,34.052253,10400000000,15163634980,NA,8,MidYear/Holidays
1903,Vanilla Sky,Vanilla Sky,68000000,203388341,136,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2001-12-10,2001,Dec,6.5,1078,27.299301,8840000000,26440484330,NA,12,Christmas
9697,Lady in the Water,Lady in the Water,75000000,42285169,110,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",2006-07-21,2006,Jul,5.3,409,20.219385,9750000000,5497071970,NA,7,MidYear/Holidays
395,AVP: Alien vs. Predator,AVP: Alien vs. Predator,70000000,171183863,101,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2004-08-12,2004,Aug,5.5,1217,42.957216,9100000000,22253902190,NA,8,MidYear/Holidays
23398,Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,75000000,443140005,88,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",2009-12-21,2009,Dec,5.4,666,29.412262,9750000000,57608200650,NA,12,Christmas
10590,We Were Soldiers,We Were Soldiers,75000000,114660784,138,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2002-03-01,2002,Mar,6.7,521,19.708731,9750000000,14905901920,NA,3,Easter/Spring
117263,Olympus Has Fallen,Olympus Has Fallen,70000000,161025640,120,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2013-03-20,2013,Mar,6.2,2981,59.428223,9100000000,20933333200,NA,3,Easter/Spring
200,Star Trek: Insurrection,Star Trek: Insurrection,70000000,118000000,103,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1998-12-10,1998,Dec,6.3,391,19.711951,9100000000,15340000000,NA,12,Christmas
44943,Battle: Los Angeles,Battle: Los Angeles,70000000,202466756,116,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011-03-08,2011,Mar,5.5,1448,49.199234,9100000000,26320678280,NA,3,Easter/Spring
587,Big Fish,Big Fish,70000000,122919055,125,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2003-12-25,2003,Dec,7.6,1994,46.199482,9100000000,15979477150,NA,12,Christmas
57212,War Horse,War Horse,66000000,177584879,146,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2011-12-25,2011,Dec,7,992,29.505574,8580000000,23086034270,NA,12,Christmas
152760,The Monuments Men,The Monuments Men,70000000,154984035,118,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]",2014-01-24,2014,Jan,5.8,1523,43.873266,9100000000,20147924550,NA,1,Other
2756,The Abyss,The Abyss,70000000,90000098,139,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1989-08-09,1989,Aug,7.1,808,24.961625,9100000000,11700012740,NA,8,MidYear/Holidays
33909,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,70000000,134748021,133,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2010-09-02,2010,Sep,5.8,493,23.25645,9100000000,17517242730,NA,9,Other
49017,Dracula Untold,Dracula Untold,70000000,215529201,92,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",2014-10-01,2014,Oct,6.2,2389,64.457947,9100000000,28018796130,NA,10,Other
9882,The Siege,The Siege,70000000,116672912,116,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1998-11-06,1998,Nov,6,352,20.089933,9100000000,15167478560,NA,11,Other
2270,Stardust,Stardust,70000000,135560026,127,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",2007-08-09,2007,Aug,7.1,1184,48.032734,9100000000,17622803380,NA,8,MidYear/Holidays
978,Seven Years in Tibet,Seven Years in Tibet,70000000,131457682,136,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1997-09-12,1997,Sep,7,630,16.92991,9100000000,17089498660,NA,9,Other
44564,The Dilemma,The Dilemma,70000000,67112664,111,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2011-01-13,2011,Jan,5.2,304,14.780634,9100000000,8724646320,NA,1,Other
3132,Bad Company,Bad Company,70000000,65977295,116,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2002-06-07,2002,Jun,5.4,228,14.086292,9100000000,8577048350,NA,6,MidYear/Holidays
8814,Doom,Doom,60000000,55987321,105,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",2005-10-20,2005,Oct,5,609,29.261348,7800000000,7278351730,NA,10,Other
8427,I Spy,I Spy,70000000,33561137,97,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2002-10-31,2002,Oct,5.2,269,13.267631,9100000000,4362947810,NA,10,Other
52520,Underworld: Awakening,Underworld: Awakening,70000000,160112671,88,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",2012-01-19,2012,Jan,6.1,1862,58.401204,9100000000,20814647230,NA,1,Other
80585,Rock of Ages,Rock of Ages,75000000,59418613,123,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2012-06-13,2012,Jun,6,385,23.515938,9750000000,7724419690,NA,6,MidYear/Holidays
10592,Hart's War,Hart's War,70000000,32287044,125,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2002-02-15,2002,Feb,5.9,241,14.244518,9100000000,4197315720,NA,2,Other
49021,Killer Elite,Killer Elite,66000000,57777106,116,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2011-09-23,2011,Sep,6.1,695,29.501489,8580000000,7511023780,NA,9,Other
10550,Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,70000000,19924033,91,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2002-09-20,2002,Sep,4.3,97,8.37378,9100000000,2590124290,NA,9,Other
