id,title,original_title,budget,revenue,runtime,genres,release_date,year,release_month,vote_average,vote_count,popularity,budget_ksh,revenue_ksh,primary_genre,month,release_season,weight,simulated_local_interest,simulated_expected_revenue_ksh
12100,Windtalkers,Windtalkers,115000000,77628265,134,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2002-06-14,2002,Jun,5.8,341,18.714197,14950000000,10091674450,NA,6,MidYear/Holidays,1,34.46719813381818,4117950523
290595,The Huntsman: Winter's War,The Huntsman: Winter's War,115000000,164602163,114,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2016-04-06,2016,Apr,6,1523,60.467984,14950000000,21398281190,NA,4,Easter/Spring,1,72.57064618567267,12669322889
98566,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,125000000,477200000,101,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",2014-08-07,2014,Aug,5.8,2636,143.350376,16250000000,62036000000,NA,8,MidYear/Holidays,1,159.29714455569706,47215922036
49047,Gravity,Gravity,105000000,716392705,91,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2013-09-27,2013,Sep,7.3,5751,110.153618,13650000000,93131051650,NA,9,Other,1,127.8687850985855,66951345189
9619,Dante's Peak,Dante's Peak,116000000,178127760,108,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1997-02-07,1997,Feb,5.7,428,16.90444,15080000000,23156608800,NA,2,Other,1,32.67195942150295,9151492094
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,112,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2016-06-01,2016,Jun,5.8,963,39.873791,17550000000,31931100240,NA,6,MidYear/Holidays,1,56.80039919822922,16982139150
166424,Fantastic Four,Fantastic Four,120000000,167977596,100,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2015-08-05,2015,Aug,4.4,2278,38.126095,15600000000,21837087480,NA,8,MidYear/Holidays,1,55.140894640700225,11452409114
1593,Night at the Museum,Night at the Museum,110000000,574480841,108,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2006-10-20,2006,Oct,6.3,2862,48.780039,14300000000,74682509330,NA,10,Other,1,68.46483407593439,43161547893
254128,San Andreas,San Andreas,110000000,470490832,114,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2015-05-27,2015,May,6,2968,100.412364,14300000000,61163808160,NA,5,Other,1,115.46258503711962,42681137849
714,Tomorrow Never Dies,Tomorrow Never Dies,110000000,333011068,119,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1997-12-11,1997,Dec,6,925,42.887121,14300000000,43291438840,NA,12,Christmas,1,62.34016862851447,24023424839
2024,The Patriot,The Patriot,110000000,215294342,165,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",2000-06-28,2000,Jun,6.8,1099,23.657284,14300000000,27988264460,NA,6,MidYear/Holidays,1,40.93872492848524,12599735271
163,Ocean's Twelve,Ocean's Twelve,110000000,362744280,125,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2004-12-09,2004,Dec,6.4,2124,76.840712,14300000000,47156756400,NA,12,Christmas,1,94.53490557385486,30843480305
787,Mr. & Mrs. Smith,Mr. & Mrs. Smith,110000000,478207520,120,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005-06-07,2005,Jun,6.5,2965,44.635452,14300000000,62166977600,NA,6,MidYear/Holidays,1,62.802216955502004,34611234780
262500,Insurgent,Insurgent,110000000,295238201,119,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2015-03-18,2015,Mar,6.2,3829,103.718387,14300000000,38380966130,NA,3,Easter/Spring,1,116.43408796034558,26850585966
2567,The Aviator,The Aviator,116000000,102000000,170,"[{""id"": 18, ""name"": ""Drama""}]",2004-12-17,2004,Dec,7,1489,45.616098,15080000000,13260000000,NA,12,Christmas,1,60.24707072999585,7246234776
38745,Gulliver's Travels,Gulliver's Travels,112000000,237382724,85,"[{""id"": 35, ""name"": ""Comedy""}]",2010-12-25,2010,Dec,4.9,621,22.845143,14560000000,30859754120,NA,12,Christmas,1,33.92006901750419,12473357111
40805,The Green Hornet,The Green Hornet,120000000,227817248,119,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]",2011-01-12,2011,Jan,5.5,1251,31.703608,15600000000,29616242240,NA,1,Other,1,48.42069719014782,14570503343
53182,300: Rise of an Empire,300: Rise of an Empire,110000000,337580051,102,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}]",2014-03-05,2014,Mar,6.1,2397,71.510596,14300000000,43885406630,NA,3,Easter/Spring,1,88.99783548402331,28099043311
41513,The Smurfs,The Smurfs,110000000,563749323,103,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2011-07-29,2011,Jul,5.5,1179,36.65422,14300000000,73287411990,NA,7,MidYear/Holidays,1,53.893722811804416,38017036646
13700,Home on the Range,Home on the Range,110000000,103951461,76,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2004-04-02,2004,Apr,5.7,389,19.625972,14300000000,13513689930,NA,4,Easter/Spring,1,36.28180966633645,5682554965
262504,Allegiant,Allegiant,110000000,179246868,121,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2016-03-09,2016,Mar,5.9,1998,86.105615,14300000000,23302092840,NA,3,Easter/Spring,1,100.46704402420833,15558838165
39254,Real Steel,Real Steel,110000000,299268508,127,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",2011-09-28,2011,Sep,6.6,2692,37.195046,14300000000,38904906040,NA,9,Other,1,54.386405595675015,20269861650
77931,The Smurfs 2,The Smurfs 2,105000000,347434178,105,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",2013-07-30,2013,Jul,5.5,695,32.473628,13650000000,45166443140,NA,7,MidYear/Holidays,1,45.589069842470316,21541125301
1639,Speed 2: Cruise Control,Speed 2: Cruise Control,160000000,164508066,121,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1997-06-13,1997,Jun,4.1,434,23.336875,20800000000,21386048580,NA,6,MidYear/Holidays,1,38.25923231966793,9270574642
80274,Ender's Game,Ender's Game,110000000,125537191,114,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2013-10-23,2013,Oct,6.6,2303,45.94834,14300000000,16319834830,NA,10,Other,1,63.79641355077938,9149206899
1571,Live Free or Die Hard,Live Free or Die Hard,110000000,383531464,128,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2007-06-20,2007,Jun,6.4,2089,48.93337,14300000000,49859090320,NA,6,MidYear/Holidays,1,69.57193442896649,29010096550
120,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,93000000,871368364,178,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",2001-12-18,2001,Dec,8,8705,138.049577,12090000000,113277887320,NA,12,Christmas,1,156.88380066250306,85900710625
10204,Around the World in 80 Days,Around the World in 80 Days,110000000,72178895,120,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2004-06-16,2004,Jun,5.7,672,22.643776,14300000000,9383256350,NA,6,MidYear/Holidays,1,42.77811116826481,4326429782
8489,Ali,Ali,107000000,87713825,157,"[{""id"": 18, ""name"": ""Drama""}]",2001-12-11,2001,Dec,6.7,447,18.866672,13910000000,11402797250,NA,12,Christmas,1,39.97031942493257,5065820054
2048,"I, Robot","I, Robot",120000000,347234916,115,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004-07-15,2004,Jul,6.7,3793,95.914473,15600000000,45140539080,NA,7,MidYear/Holidays,1,115.39417642040063,31494188266
1495,Kingdom of Heaven,Kingdom of Heaven,130000000,211643158,144,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2005-05-03,2005,May,6.6,1157,44.490453,16900000000,27513610540,NA,5,Other,1,64.52416747958053,15501468847
10137,Stuart Little,Stuart Little,133000000,300135367,84,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",1999-12-17,1999,Dec,5.8,959,30.475297,17290000000,39017597710,NA,12,Christmas,1,43.03484734252256,18048251909
10198,The Princess and the Frog,The Princess and the Frog,105000000,267045765,97,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}]",2009-12-08,2009,Dec,6.7,1247,62.479574,13650000000,34715949450,NA,12,Christmas,1,79.04663293259496,21265017542
286217,The Martian,The Martian,108000000,630161890,141,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2015-09-30,2015,Sep,7.6,7268,167.93287,14040000000,81921045700,NA,9,Other,1,188.46378799588874,64744214285
1635,The Island,The Island,126000000,162949164,136,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2005-07-20,2005,Jul,6.5,1770,37.68056,16380000000,21183391320,NA,7,MidYear/Holidays,1,58.59910296112433,11430368163
24113,Town & Country,Town & Country,90000000,10372291,104,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-04-27,2001,Apr,3.7,16,1.0045790000000001,11700000000,1348397830,NA,4,Easter/Spring,1,8.759532068308532,201011370
9679,Gone in Sixty Seconds,Gone in Sixty Seconds,90000000,237202299,118,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2000-06-09,2000,Jun,6.1,1485,52.995628,11700000000,30836298870,NA,6,MidYear/Holidays,1,66.50006229807201,17601842913
98,Gladiator,Gladiator,103000000,457640427,155,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",2000-05-01,2000,May,7.9,5439,95.301296,13390000000,59493255510,NA,5,Other,1,120.2408696276172,42019996697
180,Minority Report,Minority Report,102000000,358372926,145,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",2002-06-20,2002,Jun,7.1,2608,65.948959,13260000000,46588480380,NA,6,MidYear/Holidays,1,83.5248067983065,29142853048
672,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,100000000,876688482,161,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",2002-11-13,2002,Nov,7.4,5815,132.397737,13000000000,113969502660,NA,11,Other,1,147.9320328636582,85179442504
36557,Casino Royale,Casino Royale,150000000,599045960,144,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2006-11-14,2006,Nov,7.3,3855,88.935165,19500000000,77875974800,NA,11,Other,1,104.80003990255385,52722242653
869,Planet of the Apes,Planet of the Apes,100000000,362211740,119,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2001-07-25,2001,Jul,5.6,1243,51.188633,13000000000,47087526200,NA,7,MidYear/Holidays,1,66.90150532805043,26947697347
280,Terminator 2: Judgment Day,Terminator 2: Judgment Day,100000000,520000000,137,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1991-07-01,1991,Jul,7.7,4185,101.74155,13000000000,67600000000,NA,7,MidYear/Holidays,1,120.09142132539974,47728333495
11322,Public Enemies,Public Enemies,80000000,214104620,140,"[{""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2009-07-01,2009,Jul,6.5,1344,33.691694,10400000000,27833600600,NA,7,MidYear/Holidays,1,50.229838330959765,13948713094
4982,American Gangster,American Gangster,100000000,266465037,157,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2007-11-02,2007,Nov,7.4,1502,42.361215,13000000000,34640454810,NA,11,Other,1,60.64767840891719,18986961077
36955,True Lies,True Lies,115000000,378882411,141,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1994-07-14,1994,Jul,6.8,1116,38.729418,14950000000,49254713430,NA,7,MidYear/Holidays,1,57.98648625582311,26448751713
18487,The Taking of Pelham 1 2 3,The Taking of Pelham 1 2 3,100000000,150166126,106,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2009-06-11,2009,Jun,6.2,954,40.597856,13000000000,19521596380,NA,6,MidYear/Holidays,1,54.71582410114756,10200370793
39451,Little Fockers,Little Fockers,100000000,310650585,98,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2010-12-21,2010,Dec,5.4,1060,32.389353,13000000000,40384576050,NA,12,Christmas,1,48.25991651518258,19834703079
27581,The Other Guys,The Other Guys,100000000,170432927,107,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2010-08-06,2010,Aug,6.1,1383,24.399642,13000000000,22156280510,NA,8,MidYear/Holidays,1,45.63320756082145,10572291499
9268,Eraser,Eraser,100000000,242295562,115,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1996-06-21,1996,Jun,5.6,543,24.507987,13000000000,31498423060,NA,6,MidYear/Holidays,1,40.514408832181516,14098749645
68718,Django Unchained,Django Unchained,100000000,425368238,165,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",2012-12-25,2012,Dec,7.8,10099,82.121691,13000000000,55297870940,NA,12,Christmas,1,100.41454712972453,36916048172
10545,The Hunchback of Notre Dame,The Hunchback of Notre Dame,100000000,100138851,91,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",1996-06-21,1996,Jun,6.8,1129,46.727941,13000000000,13018050630,NA,6,MidYear/Holidays,1,66.34775503073297,7423593467
11688,The Emperor's New Groove,The Emperor's New Groove,100000000,169327687,78,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2000-12-09,2000,Dec,7.2,1490,51.113717,13000000000,22012599310,NA,12,Christmas,1,73.44389737220463,13096565477
76163,The Expendables 2,The Expendables 2,100000000,312573423,103,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2012-08-08,2012,Aug,6.1,2896,53.732892,13000000000,40634544990,NA,8,MidYear/Holidays,1,72.9671573710395,24112025539
2059,National Treasure,National Treasure,100000000,347451894,131,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2004-11-19,2004,Nov,6.4,1926,58.849256,13000000000,45168746220,NA,11,Other,1,74.63468514912104,27048290359
2486,Eragon,Eragon,100000000,249288105,104,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2006-12-14,2006,Dec,4.9,967,30.863434,13000000000,32407453650,NA,12,Christmas,1,41.274670274708065,14654744409
16523,Where the Wild Things Are,Where the Wild Things Are,100000000,100086793,101,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2009-10-16,2009,Oct,6.4,572,31.586215,13000000000,13011283090,NA,10,Other,1,54.13444529944673,6763934745
116711,Epic,Epic,100000000,268426634,102,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2013-05-15,2013,May,6.4,1121,36.711378,13000000000,34895462420,NA,5,Other,1,56.84305575440962,18565218880
37710,The Tourist,The Tourist,100000000,278731369,103,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2010-12-08,2010,Dec,6,1699,41.426678,13000000000,36235077970,NA,12,Christmas,1,56.408696406037244,19208707385
9946,End of Days,End of Days,100000000,211989043,121,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",1999-11-24,1999,Nov,5.5,482,20.652943,13000000000,27558575590,NA,11,Other,1,34.948110225878686,11337746476
1372,Blood Diamond,Blood Diamond,100000000,170877916,143,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2006-12-07,2006,Dec,7.3,2281,52.792678,13000000000,22214129080,NA,12,Christmas,1,75.2335586072548,13345049048
106646,The Wolf of Wall Street,The Wolf of Wall Street,100000000,392000694,180,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2013-12-25,2013,Dec,7.9,6571,95.007934,13000000000,50960090220,NA,12,Christmas,1,112.25121212828124,35256019492
414,Batman Forever,Batman Forever,100000000,336529144,121,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",1995-05-31,1995,May,5.2,1498,48.205606,13000000000,43748788720,NA,5,Other,1,60.3105055452933,23918950889
563,Starship Troopers,Starship Troopers,105000000,121214377,129,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1997-11-06,1997,Nov,6.7,1560,58.782359,13650000000,15757869010,NA,11,Other,1,77.1403374157686,9560831417
83542,Cloud Atlas,Cloud Atlas,102000000,130482868,172,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2012-10-26,2012,Oct,6.6,2977,73.872343,13260000000,16962772840,NA,10,Other,1,90.17357009255666,10912141174
41216,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,80000000,140073390,97,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2010-07-10,2010,Jul,6.5,703,37.321848,10400000000,18209540700,NA,7,MidYear/Holidays,1,55.75759135519225,9600446796
314,Catwoman,Catwoman,100000000,82102379,104,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2004-07-22,2004,Jul,4.2,808,32.271938,13000000000,10673309270,NA,7,MidYear/Holidays,1,46.274400671231476,5130138294
184315,Hercules,Hercules,100000000,243400000,99,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2014-07-23,2014,Jul,5.6,1680,76.842247,13000000000,31642000000,NA,7,MidYear/Holidays,1,96.88577219409731,20871045289
9016,Treasure Planet,Treasure Planet,140000000,109578115,95,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2002-11-26,2002,Nov,7.2,948,38.924136,18200000000,14245154950,NA,11,Other,1,60.28922960801428,7787065162
18162,Land of the Lost,Land of the Lost,100000000,68688831,102,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009-06-05,2009,Jun,5.3,381,19.38841,13000000000,8929548030,NA,6,MidYear/Holidays,1,36.70091328887254,3779920597
138103,The Expendables 3,The Expendables 3,90000000,206172544,127,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2014-08-04,2014,Aug,6.1,1795,61.025639,11700000000,26802430720,NA,8,MidYear/Holidays,1,80.5475212828494,16537038296
257088,Point Break,Point Break,105000000,133718711,114,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2015-12-03,2015,Dec,5.5,783,33.507289,13650000000,17383432430,NA,12,Christmas,1,45.48945619459742,8281153957
205775,In the Heart of the Sea,In the Heart of the Sea,100000000,93820758,122,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",2015-11-20,2015,Nov,6.5,1276,50.767332,13000000000,12196698540,NA,11,Other,1,68.96178203941656,7070388926
11692,The Adventures of Pluto Nash,The Adventures of Pluto Nash,100000000,7103973,95,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2002-08-15,2002,Aug,4.4,142,12.092241,13000000000,923516490,NA,8,MidYear/Holidays,1,30.073220600641875,346846485
22972,Green Zone,Green Zone,100000000,94882889,115,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2010-03-11,2010,Mar,6.4,717,30.254021,13000000000,12334775570,NA,3,Easter/Spring,1,43.94876610867149,5770146740
227973,The Peanuts Movie,The Peanuts Movie,99000000,246233113,88,"[{""id"": 16, ""name"": ""Animation""}]",2015-11-05,2015,Nov,6.5,604,34.308098,12870000000,32010304690,NA,11,Other,1,49.25475673423219,15884979445
29193,The Spanish Prisoner,The Spanish Prisoner,10000000,13835130,110,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1997-09-08,1997,Sep,7.1,73,3.091077,1300000000,1798566900,NA,9,Other,1,24.96442615930405,598953302
1734,The Mummy Returns,The Mummy Returns,98000000,433013274,130,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",2001-04-28,2001,Apr,6,2206,41.862983,12740000000,56291725620,NA,4,Easter/Spring,1,59.77487773401755,30652104433
3131,Gangs of New York,Gangs of New York,100000000,193772504,167,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}]",2002-12-14,2002,Dec,7.1,1910,46.160048,13000000000,25190425520,NA,12,Christmas,1,69.84838991309289,14681137269
76758,The Flowers of War,金陵十三釵,94000000,95311434,145,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2011-12-15,2011,Dec,7.1,187,12.516546,12220000000,12390486420,NA,12,Christmas,1,29.196645566746504,4567878321
9408,Surf's Up,Surf's Up,85000000,149044513,85,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2007-06-08,2007,Jun,5.9,601,23.230851,11050000000,19375786690,NA,6,MidYear/Holidays,1,43.411701525572894,9004609218
9890,The Stepford Wives,The Stepford Wives,90000000,102000000,93,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004-06-10,2004,Jun,5.4,334,19.224754,11700000000,13260000000,NA,6,MidYear/Holidays,1,32.62717832355881,5236005796
855,Black Hawk Down,Black Hawk Down,92000000,172989651,144,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2001-12-28,2001,Dec,7.2,1811,44.455166,11960000000,22488654630,NA,12,Christmas,1,68.17842241624629,12973950435
18,The Fifth Element,The Fifth Element,90000000,263920180,126,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1997-05-07,1997,May,7.3,3885,109.528572,11700000000,34309623400,NA,5,Other,1,127.82457107426163,24662581039
37786,Sex and the City 2,Sex and the City 2,100000000,288347692,146,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-05-26,2010,May,5.4,426,18.325897,13000000000,37485199960,NA,5,Other,1,36.01995054904011,15696533656
